"id","bloc","true_ite.(Death)","Death","Treat","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1,0,0.43495910240162,0,1,1,0.653017552665461,-0.00435132459187493,0.586775858254553,-2.81645702087356,0.766606324662371,-1.33981118185929,1.01745780391934,0.894058963464131,0.402220529906737
2,0,0.13469005101179,0,1,1,-0.335416699439145,-0.689922811895351,0.345181866609084,-0.18485384854004,-1.28425948663439,-0.219770543065515,0.256691826445191,0.493169611279065,-0.538193593406929
3,0,0.283411214115694,1,1,1,0.636441961538427,-0.764597887017375,0.341354775899058,0.111787347389234,-1.05009351714113,0.909600336165536,0.428552492550655,-0.681176502815861,-1.50883783504679
4,0,0.586823497892265,0,0,0,-0.666947822997189,0.507078933315884,2.61616536811344,1.75030214758694,0.318308397237481,-1.01958568354422,-0.437307007710706,0.883253957137621,0.5783617876838
5,0,0.504440645142783,1,1,0,-0.278258423946367,0.747433868082893,0.420070138811859,0.901793852342468,0.686702576584601,-1.4642802240623,2.18523269187213,-0.183675888610758,0.250283597040999
6,0,0.0403504385022099,0,0,1,-0.559387526340933,-1.43422061419944,0.367370043228915,-0.867560914686827,-1.01712779980043,0.385934504621214,0.201701626066351,-1.3332869931267,-0.593113657776011
7,0,0.12382634191287,0,0,1,-0.117905178406649,-0.499280198565119,-2.02575026853511,1.00651386597293,-0.472588851352227,1.01939729515138,1.78459517707359,-1.36586487172408,0.230172019141392
8,0,0.37268044176427,0,1,1,-1.88619281008071,1.47851998617924,-0.13029376474167,-0.0390787526610125,-0.331751006645713,0.46710189909637,-0.544342143966173,2.43778318529829,0.15455425032724
9,0,0.159134256493101,1,0,0,1.19719664119686,-1.32667468895946,1.55576960969972,-0.652877903534844,0.190075087587623,-1.49143068020625,-0.317089494325862,-2.26521340804582,2.28462832218036
10,0,0.0165405535792193,0,1,0,-0.824694950103168,-1.06617627193203,-1.52536102453824,-0.0339421321486945,0.0119152457763666,-1.58941743216684,1.90065451849923,1.67404501664431,-0.838903610546981
11,0,0.0118231051651498,0,1,0,-1.93097343991202,-0.631569871656434,1.66721405694417,-1.30848473139822,-1.43663449990735,-0.303007347168011,1.87882276733335,1.38959043640076,1.31135666383143
12,0,0.0842247810864512,0,1,0,-0.075818201922963,-0.478580670260816,-1.4877424336001,0.705436730087015,-0.889212622018348,-0.912316317347137,-0.15826508612503,0.130548790534262,-0.493061309700561
13,0,0.459310008296946,0,1,0,1.03597469424851,0.433606520924119,0.481108298444891,-1.20606939164401,-0.0558284037870802,0.975825476584107,0.534869663462477,2.58925697392653,-1.7678891562746
14,0,0.214731566942871,0,1,0,-0.520102765155227,0.660423593750623,-1.20974425106856,0.53857108453962,-1.26550526246052,-0.332044633014064,-0.335126762803373,-0.853923986522685,-0.552857907562336
15,0,0.480785205395948,1,0,0,-0.0466130307796987,1.41273535577077,-2.06039404497875,-1.21786876129361,0.554995539124148,-1.4280113572434,0.890329304176857,-0.200173094833735,0.551158392080269
16,0,0.190077791603209,0,0,1,1.73247118223637,-0.880274068324362,-2.13555724348005,0.295256734279619,0.00450368979993218,-0.327229319673823,-0.224716071310358,-0.0228722575469426,-0.131676921571011
17,0,0.545969030211629,0,0,0,0.921162781806934,1.43976466793263,-1.75826354265765,-0.791969022877394,1.33053610692814,0.445059235226533,-0.213485113380104,-0.499054208742582,-1.35121959598117
18,0,0.0426654407185065,1,1,0,-0.315488660089677,-1.11635939073498,-0.272307136768451,0.309729995970861,0.577074630322631,0.00931654091474082,1.83294254909341,-0.202095296390583,-0.7264979903592
19,0,0.255659013766969,0,0,1,0.27687130214755,-0.532600253354694,0.0352523115663261,-0.319915651275593,1.05804679303587,-0.40371062196944,-0.420833579207806,1.36285116762912,-0.461396332503829
20,0,0.403935866593608,0,0,0,-0.487451182426867,0.723410869018571,0.601155211510488,0.169047956998244,0.0486289245104504,0.901732473608044,0.19155404152103,-0.000190940288136984,-0.531206383016775
21,0,0.250678771871534,0,1,1,0.383129217790412,-0.494278536346985,-1.19580198896673,1.31727329029969,0.61820676880316,1.93006040344207,0.629462324188979,-0.553197590687639,0.119029000959224
22,0,0.243654968737684,0,0,0,-0.062259300218753,0.254090006006081,-1.03671169607489,1.3251370902977,2.06880251433109,-0.116247700255549,0.229207174273336,-0.739771756557069,-0.424376834458701
23,0,0.021951673861465,0,1,0,-1.45545321292398,-0.0987630404569397,-1.37942926776512,0.195653329714441,0.648086147660331,3.16122191144472,0.248061537785209,-0.747908758057196,0.716956797109276
24,0,0.154221808157527,1,1,0,1.36037850775556,-0.797153943922471,-0.839469203657411,-0.757248254926542,1.21382986176331,0.219414100825873,-3.55036885429163,-0.00450751454916684,0.543003433482058
25,0,0.149083094414812,1,1,0,-0.624733657166155,-0.0933433534868007,1.21099814009242,0.179445375479882,-1.62778785513261,-0.269538644820808,-0.346005436125948,-1.24091049961858,-0.105244346657703
26,0,0.0717314330123474,1,1,0,-0.611860965261127,0.0659773512870953,-1.43576942351773,-0.774208454955201,-0.0647231480553695,-0.624586748151509,-0.864895545765155,-1.78798458744425,0.653807904262468
27,0,0.0656154607894009,1,1,1,0.611662426042114,-1.63936480748404,-1.29415619865521,-1.01735538003453,-0.975462729948815,-0.891160667734678,1.1661581897812,-1.66532264781361,0.794886193145559
28,0,0.532256188100278,1,1,1,-0.373286561563529,0.946218485887536,-1.16728172947136,-0.782323657067956,2.12728921837066,-0.98202341511341,-1.1570963627538,1.06498834096994,0.621223836507803
29,0,0.83702714673176,1,0,1,-0.462474334617323,1.6125966111064,0.786207464340056,-1.02994697569609,0.0294035884555394,-0.914541275252628,-0.570887924411316,-0.927257921919916,-0.985742026399261
30,0,0.33925864585586,1,1,1,-0.633449425014544,0.474510307309756,-0.481783879022618,0.0959518512249677,-0.210456148930479,-0.248175212608219,0.470376630929296,-1.55780401660479,0.296158385779311
31,0,0.343163485835375,1,1,1,-0.68909444576581,0.382102476776791,-0.0574532759160815,0.451599790727398,-0.0401539513942045,-1.42665768916955,-0.26473158251805,-0.936115578207736,0.739301802787476
32,0,0.0683975982765014,0,0,0,-0.331630934302386,-0.381774009298226,-0.912935777662581,-0.890756168547915,0.661926277539976,-1.1504176585008,-2.09743950027215,-0.7144521596919,1.9039431249604
33,0,0.0418308149649936,0,0,0,-0.932509330664478,-0.539706859435211,0.473720505440873,-0.598259207158259,0.407271122555517,2.56925697603532,-0.213232387362955,-1.14368781488178,-1.27473111755061
34,0,0.359455812816762,0,1,1,-0.189750682884613,0.678089846500139,-2.81904373614597,0.917320876088554,0.995976361489694,-0.607894855872413,-0.612886193429863,-0.084182969139778,0.439252759202194
35,0,0.449207587701914,0,0,1,1.40387283552692,1.4790518447349,1.14418682079662,-0.914651598183603,-0.446202392091496,-2.21347267722691,-0.694767921175556,0.119804161466048,-2.09898873409253
36,0,0.00355582232589857,0,0,0,-3.0601637060644,-0.127527148962737,1.37386181574337,-1.19515629822942,-0.504752914368079,-2.41534183365351,0.373029686487422,0.917474108257308,0.913288796120932
